name,address,description
Favehotel Hyper Square,"Jl. Pasir Kaliki No. 25-27, 40181 Bandung, Indonesia","Just about a 5-minue walk from Paskal Hyper Square Food Market in Bandung, favehotel Hyper Square has cozy and modern accommodations with free Wi-Fi access in all areas of the property and a 24-hour front desk. It takes about a 10-minute walk from the hotel to Bandung Train Station, and about a 15-minute drive to reach Riau Street, lined with many fashionable factory outlets. Getting to Husein Sastranegara International Airport will take about 20 minutes by car. Accessible by elevator, the rooms at favehotel Hyper Square area all air-conditioned and equipped with a flat-screen satellite TV, and a wardrobe. There is also a personal safe, a sitting area, and a private bathroom with a shower, slippers, and free toiletries. Linens and towels are also provided. Guests can enjoy the city view from the each room. Concierge service, free luggage storage, and a garden are available at this hotel. Other facilities like airport shuttle, laundry service, meeting/banquet facilities, and on-site public parking are available with extra charges. As for dining option, the on-site restaurant serves Indonesian, Western, and Chinese menus. Guests can also enjoy their meal in the rooms with room service."
Casa De Apple,"Jalan Apel No. 2, Rancakendal, Dago RT / RW. 004/001, 40191 Bandung, Indonesia","Casa De Apple in Bandung provides adults only accommodations with a garden, a shared lounge and a terrace. Among the facilities of this property are a restaurant, a 24-hour front desk and room service, along with free WiFi. The property has airport transportation, while a bicycle rental service is also available. At the guesthouse, the rooms include a closet. Complete with a private bathroom equipped with a hair dryer, all rooms at Casa De Apple have a flat-screen TV and air conditioning, and selected rooms also feature a balcony. Guest rooms will provide guests with a fridge. Dago Pakar is 4 km from the accommodation, while Riau Street is 5.6 km from the property. The nearest airport is Husein Sastranegara Airport, 9.7 km from Casa De Apple."
Green Batara Hotel,"Jalan Cihampelas no 145, 40126 Bandung, Indonesia","The eco-friendly Green Batara Hotel is set in Bandung, right across Cihampelas Walk. The hotel offers a spa center and a 24-hour front desk. Free WiFi is accessible throughout the property. Each room at this hotel is air conditioned and has a flat-screen TV. Enjoy a cup of tea while looking out at the mountains or city from the balcony decorated with plants. Rooms are equipped with a private bathroom. Extras include bath robes, slippers and free toiletries. Guests can sample international and local dishes at the restaurant or have a drink at the bar. Room service can be ordered to dine in privacy. The staff can assist with valet parking and luggage storage. Gedung Sate is 1.1 mi from Green Batara Hotel, while Riau Street is 1.4 mi away. The nearest airport is Husein Sastranegara Airport, 1.9 mi from the property. Airport transfer can be arranged in advance at extra charges."
Padma Hotel Bandung,"Jalan Ranca Bentang 56–58 Ciumbuleuit, 40142 Bandung, Indonesia","Boasting stunning mountain views, Padma Hotel Bandung offers an outdoor pool, a spa and free 2-way transfers from the airport or train station. This hillside hotel also provides free Wi-Fi and 24-hour butler service. Check-in is done in the convenience of guests' rooms. Shopping options such as Paris Van Java Mall and Ciwalk Mall are within a 15-minute drive from the hotel. Bandung Padma is a 30-minute drive from Husein Sastranegara International Airport. Fitted with wooden flooring, rooms at Padma Hotel Bandung are equipped with a 42-inch flat-screen TV and DVD player. Morning tea/coffee and afternoon tea are included. The hotel offers weekly activities such as high-rope walking and sport climbing. Guests can work out at the fitness center or take a dip in the open-air hot tub. Car rental and laundry services are also available. Asian and European dishes can be enjoyed at the restaurant. Alternatively, the outdoor dining area lets diners enjoy the mountain breeze and views of the surrounding greenery."
Amaris Hotel Setiabudhi - Bandung,"Jl. Dr. Setiabudhi No. 156A, 40141 Bandung, Indonesia","Amaris Hotel Setiabudhi - Bandung is located in Bandung, 0.9 mi from Villa Isola. The accommodations has a restaurant and a 24-hour front desk. Free WiFi is available throughout the property and free private parking is available on site. Each room comes with a flat-screen TV with cable channels. All rooms are fitted with a private bathroom with a shower, slippers and free toiletries. Cihampelas Walk is 1.5 mi from Amaris Hotel Setiabudhi - Bandung, while Gedung Sate is 2.5 mi away. The nearest airport is Husein Sastranegara Airport, 1.9 mi from Amaris Hotel Setiabudhi - Bandung."
OYO 230 Maleo Residence,"JI. Dangeur Indah II No. 15, Sukagalih, Sukajadi, Pasteur, Sukajadi, 40163 Bandung, Indonesia","OYO 230 Maleo Residence offers 2-star non-smoking accommodation with a private balcony, air conditioning, private bathroom and free Wi-Fi in Bandung exactly 3.7 km from Villa Isola. Rooms at the hotel have a desk and a flat-screen TV. The receptionist who is fluent in English and Indonesian is ready to help you. OYO 230 Maleo Residence is 5 km from Cihampelas Walk, 6 km from Stasiun Hall Bus Terminal, and 2.8 km from Husein Sastranegara Airport. Sukajadi is the right choice for tourists who like typical cuisine, sights and culinary tours."
Serela Cihampelas Hotel,"Jl. Cihampelas No. 147, 40131 Bandung, Indonesia","Housed in Bandung, only 100 m from Cihampelas Walk, Serela Cihampelas Hotel features lavish rooms with free WiFi access. The air conditioned rooms are fitted with a flat-screen cable TV, seating area and desk. Private bathroom comes with a hot and cold shower. Hearty international cuisine is served at Kookabura Restaurant, alternatively guests can order from the 24-hour room service. At Serela Cihampelas Hotel, guests will find a 24-hour reception and Meeting/banquet facilities. Relaxing massage can be arrange for an added fee. The hotel is a 45-minute drive from Tangkuban Perahu. Husein Sastranegara International Airport is a 15-minute drive away."
Vio Veteran,"Jl. Veteran No. 32, Sumurbandung, 40112 Bandung, Indonesia","Featuring minimalist-style rooms, Vio Veteran is in a 5-minute walk from Bee Shopping Mall. Free Wi-Fi access is available in all areas. Each room here is provided with a TV, desk and air conditioning. Some rooms are fitted with an electric kettle and sofa. Featuring a shower, the private bathroom also comes with free toiletries and slippers. At Vio Veteran, there are a 24-hour front desk and a garden. Private parking area is available with a reservation. Vio Veteran is a 15-minute car ride from Trans Studio Bandung and a 50-minute drive from Husein Sastranegara International Airport. Sumurbandung is a great choice for travelers interested in clothes shopping, culturally diverse food and local food."
OYO 794 Ln 9 Bandung Residence,"Jalan Lemahnendeut No 9, Sukajadi, 40164 Bandung, Indonesia","Located conveniently in the Sukajadi district of Bandung, OYO 794 Ln 9 Bandung Residence is located 4.5 km from Villa Isola, 5.1 km from Cihampelas Walk and 6.6 km from Gedung Sate. All rooms have a flat-screen TV with satellite channels and a private bathroom. The air-conditioned rooms provide a city view and come with a desk and free WiFi. Staff speak English and Indonesian at the 24-hour front desk. Riau Street is 8 km from the hotel, while Braga City Walk is 8 km from the property. The nearest airport is Husein Sastranegara Airport, 2.9 km from OYO 794 Ln 9 Bandung Residence. Sukajadi is a great choice for travelers interested in culturally diverse food, scenery and food shopping."
Kampioen Bed & Breakfast,"Jalan Doktor Gunawan, 40171 Bandung, Indonesia","In a prime location in the Pasirkaliki district of Bandung, Kampioen Bed & Breakfast is located 2.1 km from Cihampelas Walk, 2.3 km from Stasiun Hall Bus Terminal and 2.6 km from Riau Street. Among the facilities of this property are a restaurant, a 24-hour front desk and room service, along with free WiFi. Complete with a private bathroom equipped with a shower and free toiletries, all guest rooms at the hotel have a flat-screen TV and air conditioning, and some rooms come with a seating area. The rooms will provide guests with a desk and an electric tea pot. Kampioen Bed & Breakfast offers a buffet or Asian breakfast. The accommodation has a terrace. Braga City Walk is 2.9 km from Kampioen Bed & Breakfast, while Gedung Sate is 2.9 km away. The nearest airport is Husein Sastranegara Airport, 3.9 km from the hotel."
YELLO Hotel Paskal Bandung,"Jalan Pasir kaliki No. 25 Bandung, 40181 Bandung, Indonesia","Welcoming guests with its chic design and contemporary artworks, YELLO Hotel Paskal Bandung offers urban-style accommodations with an on-site restaurant and an outdoor pool. This 3-star hotel has a 24-hour front desk. Free WiFi is available throughout the property. Designed in bright colors, the rooms at the hotel come with a flat-screen TV and air conditioning. The private bathrooms are fitted with showers and free amenities. Guests can make use of the desk and the seating area in the room, or play fun games in the common game lounge. A buffet breakfast is available daily at YELLO Hotel Paskal Bandung. Pasar Baru Bandung is 0.6 mi from YELLO Hotel Paskal Bandung, while Braga City Walk is 0.9 mi away. Husein Sastranegara Airport is 1.9 mi from the property."
THE 1O1 Bandung Dago,"Jalan Ir. H. Juanda no.3, Bandung Wetan, 40115 Bandung, Indonesia","THE 1O1 Bandung Dago memiliki lokasi yang strategis di daerah Dago yang populer di Bandung. Hotel ini menawarkan akomodasi bergaya dan modern, serta akses Wi-Fi gratis di seluruh hotel. Akomodasi ini berjarak 5 menit berjalan kaki dari Pusat Perbelanjaan Bandung Indah Plaza dan 15 menit berkendara dari Balai Kota Gedung Sate yang terkenal. Paris Van Java Shopping Mall dapat dicapai dalam 30 menit berkendara. Bandara Bandung juga sekitar 30 menit berkendara. Kamar-kamar ber-AC di THE 1O1 Bandung Dago menampilkan desain modern dan trendi, dan dilengkapi dengan TV kabel layar datar, minibar, dan area tempat duduk yang mencakup meja. Semua kamar juga memiliki kamar mandi en suite yang menawarkan fasilitas shower air panas dan dingin, serta pengering rambut. Perlengkapan mandi dan sandal gratis juga tersedia. Hotel ini memiliki meja depan 24 jam yang mencakup layanan pramutamu dan layanan tata graha harian. Berbagai fasilitas lain - termasuk antar-jemput bandara, fasilitas pertemuan, penyewaan mobil, binatu, dan dry cleaning tersedia dengan biaya tambahan. Bandung Wetan is the right choice for tourists who like local dishes, relaxation, and shopping for clothes."
Benua Hotel,"Jalan Pelajar Pejuang 45 no 111, 40264 Bandung, Indonesia","Located approximately 1.9 mi from Trans Studio Mall and Asia-Africa Museum, Benua Hotel features free Wi-Fi in public areas and provides airport transfers with additional charges. Rooms are air-conditioned and fitted with a flat-screen TV, desk and seating area. The private bathroom comes with a shower and free toiletries. Benua Hotel is about 3.1 mi drive to Gedung Sate and is approximately 5 mi from Husein Sastranegara International Airport. Operating a 24-hour front desk, guests can arrange shuttle services around Bandung at a charge. The hotel also has on-site meeting and banquet facilities. The restaurant serves Indonesian specialties at the hotel."
Gino Feruci Kebon Jati Bandung,"Jalan Kebon Jati 71 - 75, 40171 Bandung, Indonesia","Gino Feruci Kebon Jati Bandung is located in downtown Bandung City, a 10-minute walk from Pasar Baru Shopping area. It offers a spa, 2 dining options and free internet. Gino Feruci Kebon Jati Bandung is a 10-minute walk from Bandung Train Station. Husein Sastranegara Airport is a 20-minute drive from the hotel. Each room is fitted with a cable TV and tea/coffee making facilities. Rooms also come with a private bathroom with amenities. Guests can enjoy singing sessions at D’Dragon Karaoke, work out at the gym pamper themselves with spa treatments at My Place at additional charges. King Dynasty Restaurant serves authentic Chinese cuisine and Dim Sum. Drinks and fine wine can be found at the 1906 Wine & Cigar Lounge."
Shining Hotel,"Jalan HOS. Tjokroaminoto No 45 (Pasirkaliki), 40171 Bandung, Indonesia","Offering rooms with air conditioning, Hotel Cemerlang is located in Ciroyom, Bandung, 1.7 km from Station Hall Bus Terminal. This property provides a restaurant, a 24-hour front desk, room service and free Wi-Fi. This non-smoking accommodation is 3.4 km from Cihampelas Walk Shopping Mall. Each room at this hotel has a desk, TV and private bathroom. The rooms provide a fridge. Hotel Cemerlang offers a continental or buffet breakfast. Braga City Walk is 3.7 km from the accommodation, while Jalan Riau is 3.8 km away. The nearest airport is Husein Sastranegara Airport, 4.4 km from Hotel Cemerlang."
Grand Setiabudi Hotel,"Jl. Setiabudi 130-134, 40141 Bandung, Indonesia","The Grand Setiabudi Hotel is a 4-star property situated in the heart of Bandung City. The hotel has modern comfort with an outdoor pool, gym and free Wi-Fi throughout. Guests can enjoy a massage in the comfort of their rooms. A 5-minute drive from Grand Setiabudi Hotel takes guests to the city’s popular factory outlets in Setiabudi Street. The hotel is a 10-minute drive from Rumah Sosis Restaurant and a 15-minute drive from Paris Van Java Mall. The rooms are elegantly fitted with tile floors and warm lighting. They are equipped with a flat-screen cable TV, safe and a fridge. Guests can lounge in the sitting area or on the private balcony, which overlooks the city and mountain. Featuring a 24-hour front desk, the non-smoking property provides a children’s playground and ping-pong facilities for guests’ recreational enjoyment. Other on-site conveniences include laundry and fax/photocopying services as well as free on-site parking. Indonesian and Western dishes are served at Blooming Restaurant, which also provides room service."
Tebu Hotel Bandung,"Jl. LLRE Martadinata No. 62, Bandung Wetan, 40115 Bandung, Indonesia","Housing a restaurant, Tebu Hotel Bandung is a 3-minute drive from downtown Dago where various shopping and dining options reside. Free WiFi is accessible in all areas. Overlooking the city, air-conditioned rooms in Tebu Hotel Bandung are well appointed with a flat-screen cable TV, safe and a desk. Each private bathroom includes a shower, towels and a set of free toiletries. The property is a 45-minute drive from Tangkuban Perahu Mountain and a 1.5-hour drive from Husein Sastranegara Airport. Staff at the 24-hour front desk can assist with luggage storage, laundry requests and valet parking. Other on-site conveniences include meeting rooms, newspapers and safety deposit boxes. Offering room service, Sugar Restaurant serves Indonesian cuisine. Bandung Wetan is a great choice for travelers interested in local food, clothes shopping and relaxation."
FOX Lite Hotel Metro Indah Bandung,"Jalan Soekarno Hatta No. 590, 40286 Bandung, Indonesia","Located just 3.1 mi away from Trans Studio Mall and Trans Studio Bandung Indoor Theme Park, Metro Indah Bandung Hotel (Associated FOX HARRIS) offers a cozy and homey accommodations with free WiFi access in all areas. Each bedroom is fitted with air conditioning and a flat-screen cable TV. Certain rooms enjoy mountain view, while others have views of the city. The private bathroom has a shower and is stocked with slippers and free toiletries. Other facilities available at this property include a 24-hour front desk where the friendly staff can help guests to arrange relaxing massages and spa treatments, airport shuttle service and access to the fitness center at additional charges. As for dining option the on-site Cilantro Restaurant serves breakfast, lunch and dinner with hearty Indonesian dishes. Metro Indah Bandung Hotel (Associated FOX HARRIS) is located a 30-minute drive from the famed Dago area, and around 9.3 mi from Husein Sastranegara International Airport."
Aston Braga Hotel & Residence Bandung,"Jl. Braga 99 - 101, Sumurbandung, 40111 Bandung, Indonesia","Towering over Braga City, Aston Residence Bandung offers modern rooms and apartments with free internet. Offering free parking, it features a rooftop pool with pool bar and a restaurant. Aston Braga Hotel & Residence Bandung is a 10-minute drive from Bandung Train Station and Pasar Baru. It is a 20-minute drive from Husein Sastranegara Airport. Elegant rooms at Aston Braga are decorated with pleasant neutrals and modern dark wood furnishings. Apartments feature fully furnished kitchens and spacious seating areas with a sofa set. Afternoons can be spent by the rooftop outdoor pool or strolling along the adjacent Braga City Walk. The friendly staff provide 24-hour front desk and concierge services. Offering buffet breakfast, Indonesian and Western dishes are served at Tos Raos Coffee Shop. After meals, head to Poyan Pool Bar or Carios Lounge for light refreshments. Sumurbandung is a great choice for travelers interested in clothes shopping, culturally diverse food and local food."
Sukajadi Hotel and Gallery,"Jl. Sukajadi No.176, Sukajadi, 40161 Bandung, Indonesia","Sukajadi Hotel offers boutique accommodations within walking distance of Paris Van Java, Bandung’s largest open-air mall. Featuring tropical gardens, the hotel has an outdoor pool and a 24-hour restaurant. Rooms at Sukajadi have wooden furnishings with local décor. Each room has satellite TV, a fridge, and coffee/tea making facilities. The private bathroom provides a hot and cold shower. Guests browse local artworks in the art gallery. The hotel offers a 24-hour front desk and a business center with internet service. Laundry and valet services are provided. Offering open-air seating with views of the pool, Suka Restaurant serves Indonesian and European dishes. Room service is available 24 hours. Sukajadi Hotel is a 10-minute drive from Bandung’s Husein Sastranegara Airport. Bandung Train Station is 15 minutes’ drive away, while the drive from Jakarta takes 2 hours. Sukajadi is a great choice for travelers interested in culturally diverse food, scenery and food shopping."
Mercure Bandung Nexa Supratman,"Jl. WR Supratman No. 66 - 68, Bandung Wetan, 40122 Bandung, Indonesia","Conveniently located 701 m away from the famed Riau Street area where it is lined with fashionable factory outlets shops, Nexa Hotel offers a 24-hour front desk and an indoor pool. WiFi connection is free and available throughout. Fitted with tiled flooring, the air-conditioned rooms here feature a flat-screen TV, a personal safe and a seating area. Complete with a desk, the room also comes with tea/coffee making facilities and wardrobe. Bathroom is attached and provided with a hairdryer, slippers and free toiletries. City view can be enjoyed from the room. A fine selection of Indonesian, Asian and international cuisine is served at the in-house Simpati Restaurant. Further dining options can be found at Riau Street, while the nearest convenience store is just a 3-minute drive. At Nexa Hotel, guests can approach the concierge to arrange for free luggage storage. There is also a meeting/banqueting facilities and a business center for guests' convenience. The hotel is a 3-minute drive from Gedung Sate and Museum Geologi. The nearest airport is Husein Sastranegara Airport, a 15-minute drive from the property. Bandung Wetan is a great choice for travelers interested in local food, clothes shopping and relaxation."
Hotel Kedaton,"Jl. Suniaraja No. 14, 40211 Bandung, Indonesia","An outdoor pool and modern air-conditioned rooms await guests at Hotel Kedaton, a 30-minute drive from Paris Van Java Shopping Mall. Guests can work out at the gym, or indulge in a relaxing massage. Free Wi-Fi is accessible in all areas. Located in the heart of Bandung City, Hotel Kedaton is 15 minutes' drive from Bandung Railway Station and 30 minutes’ drive from Hussein Sastranegara Airport. Free airport and train station pick-up services are offered upon request. The popular tourist attraction Tangkuban Perahu is a 1.5-hour drive from the property. Stylish rooms are fitted with warm lighting and large windows. Overlooking the city, each room has a flat-screen TV, mini-bar and a fridge. A seating area with a plush sofa is available in select rooms. Private bathroom includes a shower and toiletries. Guests can pamper themselves with a treatment in the spa. Luggage storage is provided at the 24-hour front desk, while travel arrangements can be made at the tour desk. Serving a variety of snacks and Indonesian cuisine, Samara Coffee Shop is open 24 hours."
Garden Permata Hotel,"Jl. Lemah Nendeut No 7 Setrasari, Sukajadi, 40164. Bandung, Indonesia","Located a 10-minute drive from Bandung City Center, Garden Permata Hotel offers an outdoor pool and spa. Free Wi-Fi is provided. Rooms are fitted with a mini-bar, tea/coffee-making facilities and TV with cable channels. Private bathrooms include free toiletries and shower facilities. Guests can get a relaxing massage or head to the gym for a workout session.The hotel has a business center and 24-hour front desk. Garden Permata Hotel is a 15-minute drive from Husein Sastranegara Airport as well as Bandung Train Station. Garden View Restaurant serves a selection of Indonesian, Chinese and international specialties. Live entertainment can be enjoyed nightly at Panorama Bar and Lounge. Sukajadi is a great choice for travelers interested in culturally diverse food, scenery and food shopping."
Dago 207,"Jl. Ir. H. Juanda No.207, 40135 Bandung, Indonesia","Located just a 5-minute drive from the fashionable factory outlets in Dago area, Dago 207 offers cozy and homey accommodations with free WiFi access throughout the entire property and free on-site parking space for guests who drive. It takes a 15-minute drive from the property to the historic Gua Jepang, and a 20-minute drive to Cihampelas Walk Shopping Mall. Getting to Husein Sastranegara International Airport will take around 45 minutes by car. All rooms at Dago 207 are air-conditioned and fitted with a flat-screen satellite TV, an electric kettle and complimentary bottles of mineral water. Each one also comes with an private bathroom featuring hot and cold shower facility and free toiletries. Daily housekeeping, shared lounge and shared kitchen can be found at this property. There are also an on-site minimarket and breakfast is served in the room. For more dining option, guests can explore the surrounding area where various restaurants and cafes can be found just a 10-minute drive from the property."
Neo MORITZ Homestay,"Jl. Kebon Jati No. 35 Luxor Permai Complex Behind the Market, 40181 Bandung, Indonesia","With Stasiun Hall Bus Terminal reachable in a 4-minute walk, neo MORITZ Homestay has accommodations, a restaurant, a garden, a bar and a terrace. Guests wishing to travel light can make use of Towels/Sheets (extra fee). A halal breakfast is available every morning at the family stay. Merdeka Palace is a 17-minute walk from neo MORITZ Homestay, while Braga City Walk is 1.4 km from the property. The nearest airport is Husein Sastranegara Airport, 5.1 km from the accommodation."
Hotel Cemerlang,"Jalan HOS. Tjokroaminoto No 45 (Pasirkaliki), 40171 Bandung, Indonesia","Offering air-conditioned rooms in the Ciroyom district of Bandung, Hotel Cemerlang is a 20-minute walk from Stasiun Hall Bus Terminal. Among the facilities of this property are a restaurant, a 24-hour front desk and room service, along with free WiFi. The property is 3.9 km from Riau Street and 4 km from Gedung Sate. At the hotel, each room has a desk, a TV and a private bathroom. Guest rooms will provide guests with a fridge. Hotel Cemerlang offers a continental or buffet breakfast. Cihampelas Walk is 3.4 km from the accommodation, while Braga City Walk is 3.7 km away. The nearest airport is Husein Sastranegara Airport, 4.3 km from Hotel Cemerlang."
Hotel Citradream Bandung,"Jl. Pasir Kaliki No. 36 - 42, 40171 Bandung, Indonesia","Located right in the heart of Bandung, Hotel Citradream Bandung provides cozy accommodations featuring modern and contemporary design, free Wi-Fi access in all areas of the property and free parking for guests who drive. It takes a 10-minute drive from the property to the famed Cihampelas area, and a 15-minute drive to the lively Dago area. The highlands of Lembang is reachable within a 45-minute drive, and getting to Husein Sastranegara International Airport will take around 30 minutes by car. Each room here includes a TV, air conditioning and a sitting area. Featuring a shower, private bathroom also comes with free toiletries and slippers. You can enjoy city view from the room. Extras include satellite channels. At Hotel Citradream Bandung there's a 24-hour front desk. Other facilities available at the property include luggage storage. For dining option, The Flavour Restaurant is available on-site and serves a range of Indonesian and International dishes. Alternatively, guests can explore the surrounding area where various restaurants can be found at Istana Plaza which is just a 5-minute walk away."
Grand Sovia Hotel,"Jl. Kebon Kawung no. 16, 40171 Bandung, Indonesia","Operating a 24-hour front desk, Grand Sovia Hotel is located in Bandung. It features a swimming pool and complimentary WiFi access throughout. Fitted with wooden flooring, the air conditioned rooms feature a flat-screen satellite TV, soundproofing and a wardrobe. Private bathroom comes with slippers and hairdryer. Castell Cafe, located on-site, serves a selection of Indonesian and Western cuisine. Alternatively, guests may order from the room service. The friendly staff at Grand Sovia Hotel can assist with car hire, laundry and dry cleaning services. Relaxing massage is available at the spa and wellness center. Other facilities offered on-site include a concierge service, meeting rooms and fax/photocopying facilities. The hotel is a 15-minute drive from Cihampelas Walk, Bandung Indah Plaza and Husein Sastranegara International Airport."
Mogens Guesthouse,"Jalan Kebon Sirih Nomor 26, Sumurbandung, 40117 Bandung, Indonesia","Located in Bandung and within 1.8 km of Braga City Walk, Mogens Guesthouse has a garden, non-smoking rooms, and free WiFi. The property is around 1.9 km from Stasiun Hall Bus Terminal, 2.4 km from Merdeka Palace and 2.6 km from Riau Street. The property has a 24-hour front desk and luggage storage space for guests. Rooms are complete with a private bathroom, while some rooms at the guesthouse also have a seating area. Guests at Mogens Guesthouse can enjoy an Asian breakfast. Gedung Sate is 2.9 km from the accommodation, while Cihampelas Walk is 4.3 km from the property. The nearest airport is Husein Sastranegara Airport, 5.3 km from Mogens Guesthouse. Sumurbandung is a great choice for travelers interested in clothes shopping, culturally diverse food and local food."
RedDoorz Premium @ Ciumbuleuit Atas,"Jl. Ciumbeleuit no 152, 40142 Bandung, Indonesia","RedDoorz Premium @ Ciumbuleuit Atas features air-conditioned rooms with flat-screen TV in the Ciumbuleuit district of Bandung. The property is around 3.2 km from Villa Isola, 3.2 km from Cihampelas Walk and 5.5 km from Gedung Sate. The hotel provides an outdoor pool, a 24-hour front desk, and free WiFi is available. Riau Street is 6.3 km from the hotel, while Braga City Walk is 6.9 km away. The nearest airport is Husein Sastranegara Airport, 8 km from RedDoorz Premium @ Ciumbuleuit Atas."
De Batara Hotel,"Jl. Cihampelas no. 112, Bandung Wetan, 40131 Bandung, Indonesia","In a great location in the center of Bandung City, De Batara Hotel provides modern comfort just a 5-minute walk from Cihampelas Walk. It houses 2 dining options, tour desk and air-conditioned rooms with free internet access. De Batara Hotel is a 5-minute drive from Rumah Mode Factory Outlet, 10-minute drive from Bandung Train Station and a 15-minute drive from Husein Sastranegara Airport. An airport shuttle service is provided for a fee. Pleasantly decorated in green tones, each room is fitted with a safe, flat-screen cable TV and an electric kettle. A sofa is available in select units, and a private bathroom with free bath amenities is available in all rooms. Newspapers and luggage storage facilities are provided at the 24-hour front desk. The staff can assist with valet parking and laundry requests. Car rental and day trips can be arranged at the tour desk. Cempaka Restaurant specializes in Western and Asian delights, and Kemuning Food Corner serves light meals and beverages. Meals may also be delivered to guests’ rooms. Bandung Wetan is a great choice for travelers interested in local food, clothes shopping and relaxation."
Hemangini Hotel Bandung,"Jl. Setiabudhi No. 66, 40141 Bandung, Indonesia","Set in Bandung, Hemangini Hotel Bandung offers accommodations with air conditioning and free WiFi access. The property is located 1 mi from Cihampelas Walk and 1.4 mi from Villa Isola. This 3-star hotel offers a 24-hour front desk and a concierge service. All guest rooms at Hemangini Hotel Bandung come with a seating area where you can relax. The rooms comes with a flat-screen TV with cable channels, a fridge and a kettle. Each room has a private bathroom with a shower. A Continental breakfast is served every morning at the property. Meals can be taken at the on-site restaurant and guests can order room service to dine in the comfort of their rooms. Gedung Sate is 2 mi from Hemangini Hotel Bandung, while Riau Street is 2.4 mi away. Husein Sastranegara Airport is 1.9 mi from the property."
Vio Cihampelas,"Jl. Cihampelas No. 108, 40116 Bandung, Indonesia","A 3-minute walk from Cihampelas Walk and the well-known jeans center in Cihampelas, Vio Cihampelas provides a 24-hour front desk and complimentary parking. Free Wi-Fi access is available throughout the property. Featuring a city view, the air-conditioned rooms feature a flat-screen cable TV, safe and desk. Private bathroom comes with a shower, slippers and free toiletries. Various eateries around Cihampelas area can be found within a 3-minute walk from the property. A mini-market is located a short walk away. Vio Cihampelas is a 10-minute drive from Paris Van Java, a 15-minute drive from Husein Sastranegara International Airport and a 60-minute drive from Tangkuban Perahu Mountain."
OYO 260 Home 33,"Jl. Terusan Babakan Jeruk IV No.33, Sukagalih, Sukajadi, 40163 Bandung, Indonesia","Located in Bandung, 4.5 km from Villa Isola, OYO 260 Home 33 has air-conditioned rooms with free WiFi and express check-in and check-out. All rooms have a flat-screen TV with cable channels and a private bathroom. Local points of interest like Riau Street and Braga City Walk are reachable within 5.8 km and 4.2 miles, respectively. Staff speak English and Indonesian at the 24-hour front desk. Gedung Sate is 5.1 km from the hotel, while Cihampelas Walk is 5.1 km from the property. The nearest airport is Husein Sastranegara Airport, 2.1 km from OYO 260 Home 33. Sukajadi is a great choice for travelers interested in culturally diverse food, scenery and food shopping."
D&D Backpackers Guesthouse,"Jalan Hegarsari III No.10, 40141 Bandung, Indonesia","Located in Bandung and with Villa Isola reachable within 1.4 miles, D&D Backpackers Guesthouse provides a ticket service, non-smoking rooms, a garden, free WiFi and a shared lounge. The property is around 3.2 km from Cihampelas Walk, 6 km from Gedung Sate and 6.3 km from Riau Street. The property has a 24-hour front desk, a shared kitchen and currency exchange for guests. At the guesthouse, each room comes with a desk. At D&D Backpackers Guesthouse, each room includes a seating area. The accommodation has a terrace. Braga City Walk is 6.6 km from D&D Backpackers Guesthouse, while Merdeka Palace is 7.1 km away. The nearest airport is Husein Sastranegara, 6.8 km from the guesthouse, and the property offers a Airport shuttle (additional charge)."
Neo Dipatiukur Bandung,"Jl. Dipatiukur no. 72 - 74, 40132 Bandung, Indonesia","Operating a 24-hour front desk, Neo Dipatiukur Bandung is located a 15-minute drive from Bandung city center. Free WiFi access is available in this hotel. The elegant air-conditioned rooms are fitted with a flat-screen satellite TV, a personal safe and a seating area. There is also an electric kettle, tea/coffee making facilities, and a refrigerator with mini-bar. Private bathroom comes with a hot and cold shower facility, hairdryer and slippers. Guests can enjoy sampling Indonesian, western and oriental food at Noodles Now. Neo Dipatiukur Bandung features meeting/banqueting facilities and room service. The concierge service can assist with free luggage storage and valet parking. Other facilities offered include laundry and daily housekeeping. Airport transfer service is available at an extra cost. The hotel is a 15-minute drive from both Bandung Istana Plaza and Dago Pakar area. Husein Sastranegara Airport is a 30-minute drive away."
POP! Hotel Festival Citylink,"Jl. Peta 241, Kopo, 40323 Bandung, Indonesia","Directly connected to the Festival Citylink Mall and HARRIS Grand Convention Center, POP! Bandung Hotel offers modern rooms with flat-screen TVs and laptop safes. It has vending machines and free WiFi throughout the hotel. POP! Hotel Bandung Festival CTLink is a 25-minute drive from the Bandung Train Station and the city center. Husein Sastranegara InternationalAirport is also a 15-minute drive away. The hotel has easy access to Asia Africa Museum, Alun-Alun, Riau Street, and Bandung Grand Mosque. All rooms are air conditioned and feature warm lighting and colorful interiors. They are well equipped with an private bathroom and free toiletries, as well as an LCD TV with satellite channels. Guests can enjoy the on-site 24-hour PITSTOP cafe."
